order_id,customer_id,order_date,order_status,payment_method
ORD-107388,CUST-18972,2025-10-09 00:00:00,delivered,UPI
ORD-107389,CUST-10487,2025-06-30 00:00:00,delivered,COD
ORD-107390,CUST-17245,2024-12-03 00:00:00,delivered,COD
ORD-107391,CUST-26117,2025-08-15 00:00:00,delivered,UPI
ORD-107392,CUST-15609,2025-11-11 00:00:00,delivered,COD
ORD-107393,CUST-20386,2025-12-18 00:00:00,delivered,UPI
ORD-107394,CUST-18379,2024-09-04 00:00:00,delivered,Net Banking
ORD-107395,CUST-12619,2025-07-03 00:00:00,delivered,UPI
ORD-107396,CUST-13734,2025-08-04 00:00:00,delivered,UPI
ORD-107397,CUST-19240,2025-08-11 00:00:00,delivered,Wallet
ORD-107398,CUST-17306,2025-06-10 00:00:00,delivered,UPI
ORD-107399,CUST-29382,2025-07-29 00:00:00,delivered,Credit Card
ORD-107400,CUST-20643,2025-11-26 00:00:00,cancelled,UPI
ORD-107401,CUST-16858,2025-10-20 00:00:00,delivered,UPI
ORD-107402,CUST-19743,2025-01-02 00:00:00,delivered,UPI
ORD-107403,CUST-21850,2024-09-12 00:00:00,delivered,Wallet
ORD-107404,CUST-28816,2024-11-03 00:00:00,cancelled,UPI
ORD-107405,CUST-20292,2025-02-08 00:00:00,delivered,COD
ORD-107406,CUST-20532,2025-08-18 00:00:00,delivered,UPI
ORD-107407,CUST-16710,2025-10-29 00:00:00,delivered,Credit Card
ORD-107408,CUST-26729,2024-12-08 00:00:00,delivered,UPI
ORD-107409,CUST-16179,2025-03-07 00:00:00,delivered,UPI
ORD-107410,CUST-12535,2025-07-18 00:00:00,cancelled,COD
ORD-107411,CUST-10277,2025-11-03 00:00:00,delivered,COD
ORD-107412,CUST-11064,2024-04-03 00:00:00,delivered,UPI
ORD-107413,CUST-28618,2025-09-12 00:00:00,delivered,UPI
ORD-107414,CUST-25308,2025-02-09 00:00:00,delivered,Credit Card
ORD-107415,CUST-15845,2025-11-19 00:00:00,delivered,UPI
ORD-107416,CUST-11964,2025-06-26 00:00:00,delivered,UPI
ORD-107417,CUST-18219,2025-12-04 00:00:00,delivered,UPI
ORD-107418,CUST-21608,2025-08-30 00:00:00,delivered,UPI
ORD-107419,CUST-15547,2024-05-02 00:00:00,delivered,Credit Card
ORD-107420,CUST-28872,2024-11-12 00:00:00,cancelled,COD
ORD-107421,CUST-20799,2025-04-09 00:00:00,delivered,UPI
ORD-107422,CUST-21390,2025-03-14 00:00:00,delivered,COD
ORD-107423,CUST-17402,2024-12-12 00:00:00,delivered,COD
ORD-107424,CUST-17463,2025-10-20 00:00:00,delivered,UPI
ORD-107425,CUST-18082,2025-10-24 00:00:00,delivered,UPI
ORD-107426,CUST-11426,2025-09-19 00:00:00,delivered,COD
ORD-107427,CUST-10454,2025-11-12 00:00:00,delivered,Credit Card
ORD-107428,CUST-23764,2025-01-06 00:00:00,delivered,UPI
ORD-107429,CUST-26574,2025-06-25 00:00:00,delivered,UPI
ORD-107430,CUST-16796,2025-11-03 00:00:00,delivered,Credit Card
ORD-107431,CUST-28540,2025-08-07 00:00:00,delivered,UPI
ORD-107432,CUST-13020,2025-10-01 00:00:00,delivered,UPI
ORD-107433,CUST-29829,2025-01-12 00:00:00,delivered,COD
ORD-107434,CUST-17512,2025-12-16 00:00:00,delivered,COD
ORD-107435,CUST-23618,2025-08-28 00:00:00,delivered,Credit Card
ORD-107436,CUST-17044,2025-11-28 00:00:00,delivered,UPI
ORD-107437,CUST-17859,2025-04-18 00:00:00,delivered,UPI
ORD-107438,CUST-21368,2024-08-28 00:00:00,delivered,UPI
ORD-107439,CUST-21812,2025-10-22 00:00:00,delivered,UPI
ORD-107440,CUST-11075,2025-10-31 00:00:00,delivered,Net Banking
ORD-107441,CUST-18127,2024-10-18 00:00:00,delivered,Credit Card
ORD-107442,CUST-20160,2025-04-06 00:00:00,delivered,UPI
ORD-107443,CUST-19989,2025-01-26 00:00:00,delivered,UPI
ORD-107444,CUST-21532,2024-08-12 00:00:00,delivered,UPI
ORD-107445,CUST-16922,2025-04-10 00:00:00,delivered,COD
ORD-107446,CUST-22594,2025-08-12 00:00:00,delivered,COD
ORD-107447,CUST-17536,2024-10-10 00:00:00,delivered,UPI
ORD-107448,CUST-13877,2024-05-08 00:00:00,delivered,COD
ORD-107449,CUST-19863,2024-11-22 00:00:00,delivered,Credit Card
ORD-107450,CUST-26324,2025-02-19 00:00:00,delivered,COD
ORD-107451,CUST-13338,2024-11-08 00:00:00,delivered,UPI
ORD-107452,CUST-10679,2025-11-02 00:00:00,delivered,COD
ORD-107453,CUST-16129,2024-12-02 00:00:00,delivered,Wallet
ORD-107454,CUST-16416,2025-07-09 00:00:00,delivered,COD
ORD-107455,CUST-21638,2025-11-01 00:00:00,delivered,UPI
ORD-107456,CUST-22654,2025-10-21 00:00:00,cancelled,UPI
ORD-107457,CUST-22477,2025-06-01 00:00:00,delivered,UPI
ORD-107458,CUST-18724,2024-08-27 00:00:00,delivered,UPI
ORD-107459,CUST-15363,2024-07-10 00:00:00,delivered,Credit Card
ORD-107460,CUST-27543,2024-12-15 00:00:00,delivered,COD
ORD-107461,CUST-22352,2024-11-03 00:00:00,returned,UPI
ORD-107462,CUST-18965,2025-11-28 00:00:00,delivered,COD
ORD-107463,CUST-26154,2024-11-22 00:00:00,delivered,UPI
ORD-107464,CUST-28590,2025-07-26 00:00:00,delivered,UPI
ORD-107465,CUST-28352,2025-05-25 00:00:00,delivered,COD
ORD-107466,CUST-24956,2025-12-25 00:00:00,delivered,UPI
ORD-107467,CUST-29439,2025-04-02 00:00:00,delivered,UPI
ORD-107468,CUST-13188,2025-09-19 00:00:00,delivered,UPI
ORD-107469,CUST-20197,2025-10-07 00:00:00,delivered,COD
ORD-107470,CUST-19018,2024-05-06 00:00:00,delivered,COD
ORD-107471,CUST-23279,2025-06-04 00:00:00,delivered,UPI
ORD-107472,CUST-12402,2025-12-20 00:00:00,delivered,UPI
ORD-107473,CUST-18421,2025-10-05 00:00:00,returned,COD
ORD-107474,CUST-25346,2025-09-17 00:00:00,delivered,UPI
ORD-107475,CUST-14980,2025-10-18 00:00:00,delivered,UPI
ORD-107476,CUST-14603,2025-10-24 00:00:00,delivered,UPI
ORD-107477,CUST-20195,2025-05-10 00:00:00,delivered,UPI
ORD-107478,CUST-21045,2025-02-14 00:00:00,cancelled,UPI
ORD-107479,CUST-20725,2024-10-16 00:00:00,delivered,COD
ORD-107480,CUST-13618,2025-10-03 00:00:00,delivered,UPI
ORD-107481,CUST-27945,2025-11-16 00:00:00,delivered,COD
ORD-107482,CUST-26005,2024-04-11 00:00:00,returned,COD
ORD-107483,CUST-25800,2025-11-15 00:00:00,delivered,UPI
ORD-107484,CUST-24957,2024-09-01 00:00:00,delivered,UPI
ORD-107485,CUST-19195,2025-04-15 00:00:00,delivered,COD
ORD-107486,CUST-16195,2025-04-27 00:00:00,delivered,UPI
ORD-107487,CUST-27239,2024-07-27 00:00:00,cancelled,UPI
ORD-107488,CUST-20241,2025-06-19 00:00:00,returned,COD
ORD-107489,CUST-23540,2025-01-24 00:00:00,delivered,UPI
ORD-107490,CUST-17321,2025-03-31 00:00:00,delivered,UPI
ORD-107491,CUST-16688,2025-06-25 00:00:00,delivered,UPI
ORD-107492,CUST-13379,2025-09-19 00:00:00,delivered,UPI
ORD-107493,CUST-25307,2025-04-23 00:00:00,delivered,Wallet
ORD-107494,CUST-13171,2024-06-16 00:00:00,delivered,Net Banking
ORD-107495,CUST-25861,2025-08-10 00:00:00,cancelled,Net Banking
ORD-107496,CUST-25919,2025-01-02 00:00:00,delivered,COD
ORD-107497,CUST-19358,2024-07-08 00:00:00,delivered,UPI
ORD-107498,CUST-12682,2024-12-16 00:00:00,delivered,UPI
ORD-107499,CUST-21300,2024-11-02 00:00:00,delivered,UPI
ORD-107500,CUST-28252,2025-09-17 00:00:00,delivered,UPI
ORD-107501,CUST-13501,2024-09-27 00:00:00,delivered,UPI
ORD-107502,CUST-18724,2024-11-17 00:00:00,delivered,UPI
ORD-107503,CUST-23863,2025-08-31 00:00:00,delivered,UPI
ORD-107504,CUST-15364,2025-10-28 00:00:00,delivered,Net Banking
ORD-107505,CUST-26733,2025-11-19 00:00:00,delivered,COD
ORD-107506,CUST-17008,2025-10-21 00:00:00,delivered,UPI
ORD-107507,CUST-29245,2025-06-01 00:00:00,delivered,UPI
ORD-107508,CUST-18294,2025-09-20 00:00:00,delivered,UPI
ORD-107509,CUST-15458,2025-07-05 00:00:00,delivered,Credit Card
ORD-107510,CUST-19698,2025-10-17 00:00:00,delivered,UPI
ORD-107511,CUST-14256,2024-10-17 00:00:00,delivered,UPI
ORD-107512,CUST-17310,2025-05-24 00:00:00,delivered,COD
ORD-107513,CUST-25428,2025-12-02 00:00:00,delivered,UPI
ORD-107514,CUST-23368,2025-12-02 00:00:00,delivered,UPI
ORD-107515,CUST-14179,2025-10-27 00:00:00,delivered,UPI
ORD-107516,CUST-15522,2025-06-06 00:00:00,delivered,COD
ORD-107517,CUST-24445,2025-09-25 00:00:00,delivered,UPI
ORD-107518,CUST-15612,2024-10-18 00:00:00,delivered,Credit Card
ORD-107519,CUST-27356,2025-04-02 00:00:00,delivered,UPI
ORD-107520,CUST-10920,2025-08-17 00:00:00,delivered,UPI
ORD-107521,CUST-24837,2025-08-10 00:00:00,delivered,UPI
ORD-107522,CUST-11258,2025-11-17 00:00:00,delivered,UPI
ORD-107523,CUST-18603,2024-11-15 00:00:00,delivered,UPI
ORD-107524,CUST-28312,2025-02-01 00:00:00,delivered,COD
ORD-107525,CUST-27154,2025-11-02 00:00:00,delivered,UPI
ORD-107526,CUST-10650,2025-09-11 00:00:00,delivered,COD
ORD-107527,CUST-12487,2025-11-26 00:00:00,delivered,COD
ORD-107528,CUST-29994,2025-10-29 00:00:00,delivered,UPI
ORD-107529,CUST-26962,2024-12-03 00:00:00,delivered,Net Banking
ORD-107530,CUST-18837,2024-11-19 00:00:00,delivered,Credit Card
ORD-107531,CUST-25132,2025-09-09 00:00:00,returned,Credit Card
ORD-107532,CUST-13172,2025-11-05 00:00:00,delivered,UPI
ORD-107533,CUST-20783,2024-08-05 00:00:00,delivered,Credit Card
ORD-107534,CUST-25695,2025-11-01 00:00:00,delivered,COD
ORD-107535,CUST-11019,2025-02-22 00:00:00,delivered,UPI
ORD-107536,CUST-17119,2025-01-25 00:00:00,delivered,COD
ORD-107537,CUST-12237,2025-07-05 00:00:00,returned,COD
ORD-107538,CUST-12809,2025-01-27 00:00:00,delivered,UPI
ORD-107539,CUST-17103,2025-09-18 00:00:00,delivered,Wallet
ORD-107540,CUST-15366,2025-08-02 00:00:00,delivered,UPI
ORD-107541,CUST-29082,2025-08-24 00:00:00,delivered,COD
ORD-107542,CUST-10393,2024-11-06 00:00:00,delivered,UPI
ORD-107543,CUST-14110,2024-06-06 00:00:00,delivered,UPI
ORD-107544,CUST-10920,2025-08-02 00:00:00,delivered,Credit Card
ORD-107545,CUST-28774,2025-07-15 00:00:00,delivered,COD
ORD-107546,CUST-14102,2025-10-20 00:00:00,delivered,Credit Card
ORD-107547,CUST-14974,2025-08-20 00:00:00,delivered,UPI
ORD-107548,CUST-11765,2024-10-26 00:00:00,delivered,COD
ORD-107549,CUST-18030,2025-03-02 00:00:00,cancelled,COD
ORD-107550,CUST-18184,2025-06-20 00:00:00,delivered,UPI
ORD-107551,CUST-14511,2025-06-27 00:00:00,delivered,UPI
ORD-107552,CUST-20707,2024-11-12 00:00:00,delivered,Credit Card
ORD-107553,CUST-28831,2025-08-16 00:00:00,delivered,UPI
ORD-107554,CUST-20405,2025-06-17 00:00:00,delivered,Credit Card
ORD-107555,CUST-14319,2024-10-17 00:00:00,delivered,COD
ORD-107556,CUST-15431,2025-10-27 00:00:00,delivered,COD
ORD-107557,CUST-14329,2024-10-07 00:00:00,delivered,UPI
ORD-107558,CUST-19171,2025-08-20 00:00:00,delivered,UPI
ORD-107559,CUST-23430,2025-09-07 00:00:00,delivered,UPI
ORD-107560,CUST-24039,2025-11-14 00:00:00,delivered,UPI
ORD-107561,CUST-24467,2025-02-19 00:00:00,delivered,COD
ORD-107562,CUST-18929,2025-08-22 00:00:00,delivered,UPI
ORD-107563,CUST-24963,2025-11-21 00:00:00,cancelled,UPI
ORD-107564,CUST-13949,2025-08-30 00:00:00,delivered,UPI
ORD-107565,CUST-29875,2025-10-19 00:00:00,delivered,Net Banking
ORD-107566,CUST-19331,2025-10-16 00:00:00,cancelled,Credit Card
ORD-107567,CUST-18761,2024-12-08 00:00:00,delivered,UPI
ORD-107568,CUST-28093,2025-09-23 00:00:00,delivered,Credit Card
ORD-107569,CUST-18318,2024-07-29 00:00:00,delivered,COD
ORD-107570,CUST-23259,2025-02-03 00:00:00,delivered,UPI
ORD-107571,CUST-17409,2025-11-02 00:00:00,delivered,Net Banking
ORD-107572,CUST-26798,2025-11-05 00:00:00,delivered,COD
ORD-107573,CUST-11072,2025-09-24 00:00:00,delivered,COD
ORD-107574,CUST-18922,2024-03-29 00:00:00,delivered,COD
ORD-107575,CUST-24658,2025-11-10 00:00:00,delivered,UPI
ORD-107576,CUST-29217,2025-04-11 00:00:00,delivered,UPI
ORD-107577,CUST-11385,2024-05-22 00:00:00,delivered,UPI
ORD-107578,CUST-24560,2025-01-20 00:00:00,delivered,COD
ORD-107579,CUST-25887,2024-08-29 00:00:00,cancelled,COD
ORD-107580,CUST-19943,2025-08-08 00:00:00,delivered,UPI
ORD-107581,CUST-26639,2025-12-16 00:00:00,delivered,UPI
ORD-107582,CUST-29694,2025-04-04 00:00:00,delivered,COD
ORD-107583,CUST-25087,2024-12-16 00:00:00,delivered,UPI
ORD-107584,CUST-17166,2024-11-07 00:00:00,delivered,COD
ORD-107585,CUST-13405,2024-11-06 00:00:00,delivered,UPI
ORD-107586,CUST-25354,2024-11-11 00:00:00,delivered,UPI
ORD-107587,CUST-25869,2025-11-04 00:00:00,delivered,UPI
ORD-107588,CUST-22802,2024-04-07 00:00:00,delivered,COD
ORD-107589,CUST-23532,2025-11-13 00:00:00,delivered,UPI
ORD-107590,CUST-16131,2025-12-15 00:00:00,delivered,UPI
ORD-107591,CUST-16125,2025-06-20 00:00:00,delivered,Net Banking
ORD-107592,CUST-24436,2025-06-01 00:00:00,delivered,UPI
ORD-107593,CUST-12678,2025-02-27 00:00:00,delivered,UPI
ORD-107594,CUST-22496,2025-02-26 00:00:00,delivered,UPI
ORD-107595,CUST-19042,2025-08-09 00:00:00,delivered,Credit Card
ORD-107596,CUST-22138,2024-10-17 00:00:00,delivered,COD
ORD-107597,CUST-18991,2025-02-03 00:00:00,delivered,Net Banking
ORD-107598,CUST-26172,2025-08-10 00:00:00,delivered,COD
ORD-107599,CUST-28933,2025-02-06 00:00:00,delivered,UPI
ORD-107600,CUST-24262,2025-03-25 00:00:00,delivered,UPI
ORD-107601,CUST-29572,2025-08-18 00:00:00,delivered,COD
ORD-107602,CUST-21992,2025-10-24 00:00:00,delivered,Credit Card
ORD-107603,CUST-20612,2024-10-02 00:00:00,delivered,Credit Card
ORD-107604,CUST-16107,2025-06-12 00:00:00,delivered,COD
ORD-107605,CUST-28824,2025-10-28 00:00:00,cancelled,COD
ORD-107606,CUST-10541,2025-06-22 00:00:00,delivered,COD
ORD-107607,CUST-26316,2025-02-21 00:00:00,delivered,COD
ORD-107608,CUST-27536,2024-11-20 00:00:00,delivered,UPI
ORD-107609,CUST-28993,2025-05-30 00:00:00,delivered,UPI
ORD-107610,CUST-24425,2025-09-09 00:00:00,delivered,UPI
ORD-107611,CUST-14746,2025-08-22 00:00:00,cancelled,COD
ORD-107612,CUST-11286,2025-08-07 00:00:00,delivered,UPI
ORD-107613,CUST-23265,2024-12-09 00:00:00,delivered,UPI
ORD-107614,CUST-12906,2024-06-15 00:00:00,delivered,COD
ORD-107615,CUST-19533,2025-12-08 00:00:00,delivered,UPI
ORD-107616,CUST-21112,2025-08-07 00:00:00,delivered,UPI
ORD-107617,CUST-22679,2024-09-21 00:00:00,delivered,Net Banking
ORD-107618,CUST-20438,2024-12-14 00:00:00,delivered,Net Banking
ORD-107619,CUST-18236,2025-07-08 00:00:00,delivered,UPI
ORD-107620,CUST-24196,2025-03-25 00:00:00,delivered,UPI
ORD-107621,CUST-17920,2025-11-26 00:00:00,delivered,COD
ORD-107622,CUST-25836,2024-08-12 00:00:00,delivered,COD
ORD-107623,CUST-22364,2024-12-03 00:00:00,delivered,UPI
ORD-107624,CUST-17555,2025-02-19 00:00:00,delivered,Credit Card
ORD-107625,CUST-24177,2025-12-22 00:00:00,delivered,COD
ORD-107626,CUST-12822,2025-03-31 00:00:00,delivered,UPI
ORD-107627,CUST-28793,2025-03-22 00:00:00,cancelled,COD
ORD-107628,CUST-17205,2025-07-18 00:00:00,delivered,UPI
ORD-107629,CUST-21184,2025-05-25 00:00:00,delivered,COD
ORD-107630,CUST-16258,2025-07-28 00:00:00,cancelled,COD
ORD-107631,CUST-20663,2024-10-09 00:00:00,delivered,UPI
ORD-107632,CUST-13199,2025-09-06 00:00:00,delivered,UPI
ORD-107633,CUST-25017,2025-09-23 00:00:00,cancelled,COD
ORD-107634,CUST-17680,2025-08-24 00:00:00,delivered,UPI
ORD-107635,CUST-26288,2024-11-05 00:00:00,delivered,UPI
ORD-107636,CUST-20374,2025-10-18 00:00:00,delivered,UPI
ORD-107637,CUST-24755,2024-07-17 00:00:00,delivered,COD
ORD-107638,CUST-19882,2025-10-04 00:00:00,delivered,UPI
ORD-107639,CUST-21082,2025-11-15 00:00:00,delivered,COD
ORD-107640,CUST-20774,2025-08-05 00:00:00,delivered,UPI
ORD-107641,CUST-28313,2025-01-24 00:00:00,delivered,Credit Card
ORD-107642,CUST-17693,2025-05-30 00:00:00,delivered,UPI
ORD-107643,CUST-10566,2025-11-23 00:00:00,delivered,UPI
ORD-107644,CUST-20437,2024-12-16 00:00:00,delivered,COD
ORD-107645,CUST-15316,2025-04-28 00:00:00,delivered,UPI
ORD-107646,CUST-12662,2025-09-25 00:00:00,delivered,Wallet
ORD-107647,CUST-27102,2024-08-15 00:00:00,delivered,COD
ORD-107648,CUST-20664,2025-11-25 00:00:00,delivered,Credit Card
ORD-107649,CUST-26943,2025-10-06 00:00:00,delivered,COD
ORD-107650,CUST-29297,2025-10-18 00:00:00,delivered,COD
ORD-107651,CUST-10725,2024-11-06 00:00:00,delivered,UPI
ORD-107652,CUST-26569,2025-11-28 00:00:00,delivered,COD
ORD-107653,CUST-23027,2024-11-05 00:00:00,delivered,COD
ORD-107654,CUST-25314,2025-12-07 00:00:00,delivered,Credit Card
ORD-107655,CUST-21804,2024-10-23 00:00:00,delivered,UPI
ORD-107656,CUST-23941,2025-03-01 00:00:00,delivered,UPI
ORD-107657,CUST-22034,2025-01-03 00:00:00,delivered,COD
ORD-107658,CUST-24972,2025-09-14 00:00:00,delivered,UPI
ORD-107659,CUST-12194,2025-10-03 00:00:00,cancelled,COD
ORD-107660,CUST-29302,2025-10-18 00:00:00,delivered,UPI
ORD-107661,CUST-16801,2025-02-07 00:00:00,delivered,COD
ORD-107662,CUST-23912,2025-10-15 00:00:00,delivered,UPI
ORD-107663,CUST-25665,2025-06-23 00:00:00,delivered,UPI
ORD-107664,CUST-10817,2025-08-05 00:00:00,delivered,Net Banking
ORD-107665,CUST-22601,2025-08-07 00:00:00,delivered,COD
ORD-107666,CUST-21498,2024-08-05 00:00:00,delivered,COD
ORD-107667,CUST-19315,2025-02-28 00:00:00,returned,COD
ORD-107668,CUST-14066,2025-10-26 00:00:00,delivered,UPI
ORD-107669,CUST-19096,2025-10-27 00:00:00,delivered,UPI
ORD-107670,CUST-27558,2024-10-29 00:00:00,cancelled,COD
ORD-107671,CUST-22209,2025-06-02 00:00:00,delivered,UPI
ORD-107672,CUST-25456,2025-05-11 00:00:00,cancelled,COD
ORD-107673,CUST-19711,2025-08-26 00:00:00,delivered,Net Banking
ORD-107674,CUST-12766,2024-09-13 00:00:00,delivered,COD
ORD-107675,CUST-19261,2025-01-09 00:00:00,delivered,UPI
ORD-107676,CUST-24034,2025-08-26 00:00:00,delivered,UPI
ORD-107677,CUST-15167,2025-09-06 00:00:00,delivered,COD
ORD-107678,CUST-22706,2025-05-23 00:00:00,delivered,COD
ORD-107679,CUST-27193,2025-10-04 00:00:00,delivered,COD
ORD-107680,CUST-10825,2025-08-12 00:00:00,delivered,COD
ORD-107681,CUST-21525,2025-09-24 00:00:00,delivered,UPI
ORD-107682,CUST-29104,2025-01-13 00:00:00,delivered,UPI
ORD-107683,CUST-20786,2024-06-26 00:00:00,delivered,UPI
ORD-107684,CUST-24182,2024-12-06 00:00:00,delivered,UPI
ORD-107685,CUST-14119,2025-11-27 00:00:00,delivered,UPI
ORD-107686,CUST-24587,2025-03-17 00:00:00,delivered,UPI
ORD-107687,CUST-18924,2024-11-07 00:00:00,delivered,UPI
ORD-107688,CUST-12551,2025-08-16 00:00:00,delivered,UPI
ORD-107689,CUST-29489,2024-12-13 00:00:00,delivered,UPI
ORD-107690,CUST-12928,2025-08-12 00:00:00,delivered,UPI
ORD-107691,CUST-28768,2024-08-22 00:00:00,cancelled,UPI
ORD-107692,CUST-27051,2024-08-17 00:00:00,delivered,Net Banking
ORD-107693,CUST-11423,2025-03-05 00:00:00,delivered,UPI
ORD-107694,CUST-14527,2025-03-24 00:00:00,delivered,COD
ORD-107695,CUST-16339,2025-04-29 00:00:00,delivered,UPI
ORD-107696,CUST-17965,2025-11-04 00:00:00,cancelled,UPI
ORD-107697,CUST-22577,2024-11-03 00:00:00,delivered,UPI
ORD-107698,CUST-21751,2025-11-14 00:00:00,delivered,UPI
ORD-107699,CUST-20978,2025-11-13 00:00:00,delivered,UPI
ORD-107700,CUST-17979,2025-08-05 00:00:00,returned,UPI
ORD-107701,CUST-11442,2025-03-28 00:00:00,delivered,UPI
ORD-107702,CUST-28563,2025-12-22 00:00:00,delivered,UPI
ORD-107703,CUST-20194,2024-04-16 00:00:00,delivered,UPI
ORD-107704,CUST-13733,2025-01-30 00:00:00,cancelled,COD
ORD-107705,CUST-12798,2025-07-04 00:00:00,delivered,UPI
ORD-107706,CUST-17318,2025-11-03 00:00:00,delivered,UPI
ORD-107707,CUST-21149,2025-04-15 00:00:00,delivered,UPI
ORD-107708,CUST-25390,2025-06-05 00:00:00,returned,Wallet
ORD-107709,CUST-13363,2024-05-30 00:00:00,delivered,UPI
ORD-107710,CUST-18108,2025-10-27 00:00:00,delivered,UPI
ORD-107711,CUST-13591,2024-08-12 00:00:00,delivered,UPI
ORD-107712,CUST-22302,2025-01-22 00:00:00,delivered,Net Banking
ORD-107713,CUST-13996,2025-11-14 00:00:00,delivered,Credit Card
ORD-107714,CUST-19940,2024-10-27 00:00:00,delivered,UPI
ORD-107715,CUST-20599,2025-10-29 00:00:00,delivered,UPI
ORD-107716,CUST-11190,2025-09-08 00:00:00,delivered,UPI
ORD-107717,CUST-22980,2025-02-07 00:00:00,delivered,UPI
ORD-107718,CUST-27595,2025-03-12 00:00:00,delivered,Credit Card
ORD-107719,CUST-19505,2025-01-17 00:00:00,delivered,COD
ORD-107720,CUST-14157,2025-09-06 00:00:00,delivered,Net Banking
ORD-107721,CUST-11479,2024-12-20 00:00:00,cancelled,COD
ORD-107722,CUST-12516,2025-12-14 00:00:00,delivered,UPI
ORD-107723,CUST-21120,2025-10-27 00:00:00,delivered,UPI
ORD-107724,CUST-14300,2024-11-15 00:00:00,delivered,UPI
ORD-107725,CUST-23744,2025-09-04 00:00:00,delivered,UPI
ORD-107726,CUST-23300,2025-10-19 00:00:00,delivered,Wallet
ORD-107727,CUST-29404,2024-11-14 00:00:00,delivered,COD
ORD-107728,CUST-11118,2025-03-13 00:00:00,delivered,UPI
ORD-107729,CUST-11154,2025-08-05 00:00:00,cancelled,COD
ORD-107730,CUST-23431,2025-06-21 00:00:00,delivered,UPI
ORD-107731,CUST-19354,2024-11-18 00:00:00,delivered,UPI
ORD-107732,CUST-24772,2024-12-11 00:00:00,delivered,COD
ORD-107733,CUST-13382,2025-08-12 00:00:00,delivered,UPI
ORD-107734,CUST-12484,2024-11-22 00:00:00,delivered,UPI
ORD-107735,CUST-13298,2024-12-18 00:00:00,cancelled,UPI
ORD-107736,CUST-22909,2025-03-04 00:00:00,cancelled,Credit Card
ORD-107737,CUST-14118,2024-11-12 00:00:00,delivered,UPI
ORD-107738,CUST-26009,2024-12-30 00:00:00,delivered,UPI
ORD-107739,CUST-11938,2025-06-04 00:00:00,delivered,UPI
ORD-107740,CUST-21534,2025-01-30 00:00:00,delivered,UPI
ORD-107741,CUST-10894,2025-12-09 00:00:00,delivered,UPI
ORD-107742,CUST-29110,2025-06-10 00:00:00,delivered,COD
ORD-107743,CUST-19327,2025-10-17 00:00:00,cancelled,COD
ORD-107744,CUST-16803,2025-10-09 00:00:00,delivered,UPI
ORD-107745,CUST-13749,2024-08-07 00:00:00,delivered,Net Banking
ORD-107746,CUST-26276,2025-01-21 00:00:00,cancelled,Credit Card
ORD-107747,CUST-15484,2025-11-07 00:00:00,delivered,UPI
ORD-107748,CUST-27457,2024-07-28 00:00:00,delivered,UPI
ORD-107749,CUST-26178,2025-08-12 00:00:00,delivered,UPI
ORD-107750,CUST-26220,2024-10-24 00:00:00,delivered,COD
ORD-107751,CUST-23506,2025-03-02 00:00:00,cancelled,UPI
ORD-107752,CUST-13666,2024-03-04 00:00:00,delivered,COD
ORD-107753,CUST-22231,2025-11-20 00:00:00,delivered,UPI
ORD-107754,CUST-19744,2025-07-05 00:00:00,delivered,UPI
ORD-107755,CUST-22919,2025-08-04 00:00:00,delivered,COD
ORD-107756,CUST-13988,2025-11-03 00:00:00,delivered,COD
ORD-107757,CUST-14517,2025-01-31 00:00:00,returned,Credit Card
ORD-107758,CUST-11440,2025-11-17 00:00:00,delivered,UPI
ORD-107759,CUST-14830,2025-11-05 00:00:00,delivered,UPI
ORD-107760,CUST-27833,2025-09-06 00:00:00,delivered,UPI
ORD-107761,CUST-17493,2025-10-13 00:00:00,delivered,UPI
ORD-107762,CUST-29075,2025-02-05 00:00:00,delivered,Credit Card
ORD-107763,CUST-11424,2025-04-10 00:00:00,delivered,UPI
ORD-107764,CUST-25546,2024-12-14 00:00:00,returned,COD
ORD-107765,CUST-25926,2025-08-20 00:00:00,delivered,UPI
ORD-107766,CUST-20587,2025-09-30 00:00:00,delivered,Credit Card
ORD-107767,CUST-18830,2025-10-05 00:00:00,delivered,UPI
ORD-107768,CUST-20700,2025-03-09 00:00:00,delivered,UPI
ORD-107769,CUST-12392,2024-03-15 00:00:00,delivered,UPI
ORD-107770,CUST-17972,2025-09-26 00:00:00,delivered,UPI
ORD-107771,CUST-11827,2025-04-25 00:00:00,delivered,UPI
ORD-107772,CUST-23232,2025-01-22 00:00:00,delivered,COD
ORD-107773,CUST-22471,2025-10-23 00:00:00,delivered,UPI
ORD-107774,CUST-13927,2025-06-23 00:00:00,delivered,UPI
ORD-107775,CUST-29481,2024-08-18 00:00:00,delivered,COD
ORD-107776,CUST-16282,2025-11-08 00:00:00,delivered,COD
ORD-107777,CUST-28993,2024-04-17 00:00:00,delivered,COD
ORD-107778,CUST-19065,2025-10-27 00:00:00,delivered,Credit Card
ORD-107779,CUST-29254,2025-08-13 00:00:00,delivered,UPI
ORD-107780,CUST-25453,2025-11-07 00:00:00,cancelled,COD
ORD-107781,CUST-12194,2025-10-19 00:00:00,delivered,UPI
ORD-107782,CUST-14302,2025-10-10 00:00:00,delivered,UPI
ORD-107783,CUST-11580,2025-03-23 00:00:00,delivered,COD
ORD-107784,CUST-26423,2025-10-16 00:00:00,delivered,UPI
ORD-107785,CUST-10868,2025-02-19 00:00:00,delivered,UPI
