order_id,promised_delivery_date,actual_delivery_date,delivery_delay_days
ORD-102067,2025-01-17,2025-01-17,0.0
ORD-102068,2025-02-03,2025-02-03,0.0
ORD-102069,2025-11-23,2025-11-23,0.0
ORD-102070,2025-11-22,2025-11-22,0.0
ORD-102071,2025-02-10,2025-02-10,0.0
ORD-102072,2025-05-14,2025-05-15,1.0
ORD-102073,2025-10-29,2025-10-29,0.0
ORD-102074,2025-03-31,2025-03-31,0.0
ORD-102075,2025-09-08,2025-09-08,0.0
ORD-102076,2025-09-11,2025-09-12,1.0
ORD-102077,2025-10-11,2025-10-11,0.0
ORD-102078,2024-08-15,,
ORD-102079,2025-11-30,2025-12-03,3.0
ORD-102080,2024-08-25,2024-08-25,0.0
ORD-102081,2025-08-28,2025-08-28,0.0
ORD-102082,2025-06-22,2025-06-22,0.0
ORD-102083,2025-11-14,2025-11-16,2.0
ORD-102084,2025-02-16,,
ORD-102085,2025-05-30,2025-05-30,0.0
ORD-102086,2025-10-23,2025-10-25,2.0
ORD-102087,2024-09-01,2024-09-01,0.0
ORD-102088,2024-12-23,2024-12-24,1.0
ORD-102089,2024-09-30,,
ORD-102090,2024-10-02,2024-10-03,1.0
ORD-102091,2025-01-13,2025-01-13,0.0
ORD-102092,2025-02-02,2025-02-02,0.0
ORD-102093,2024-06-21,2024-06-21,0.0
ORD-102094,2025-07-30,2025-07-30,0.0
ORD-102095,2025-09-08,,
ORD-102096,2025-11-02,2025-11-02,0.0
ORD-102097,2025-11-01,2025-11-02,1.0
ORD-102098,2025-07-15,,
ORD-102099,2025-10-24,2025-10-24,0.0
ORD-102100,2025-11-11,2025-11-11,0.0
ORD-102101,2025-03-03,2025-03-03,0.0
ORD-102102,2025-12-08,2025-12-09,1.0
ORD-102103,2025-11-26,2025-11-26,0.0
ORD-102104,2025-10-09,2025-10-10,1.0
ORD-102105,2025-03-23,2025-03-23,0.0
ORD-102106,2025-05-14,2025-05-14,0.0
ORD-102107,2025-08-04,2025-08-05,1.0
ORD-102108,2025-08-19,,
ORD-102109,2025-11-01,2025-11-01,0.0
ORD-102110,2025-05-10,2025-05-10,0.0
ORD-102111,2024-11-21,2024-11-22,1.0
ORD-102112,2024-10-23,2024-10-23,0.0
ORD-102113,2024-12-23,2024-12-23,0.0
ORD-102114,2025-01-30,2025-01-31,1.0
ORD-102115,2025-10-18,2025-10-19,1.0
ORD-102116,2025-08-12,2025-08-12,0.0
ORD-102117,2025-11-03,2025-11-05,2.0
ORD-102118,2025-10-02,2025-10-04,2.0
ORD-102119,2024-07-03,2024-07-03,0.0
ORD-102120,2025-07-17,2025-07-18,1.0
ORD-102121,2025-10-11,2025-10-12,1.0
ORD-102122,2024-06-17,2024-06-17,0.0
ORD-102123,2025-05-13,2025-05-15,2.0
ORD-102124,2025-11-13,2025-11-15,2.0
ORD-102125,2024-03-18,2024-03-20,2.0
ORD-102126,2025-02-28,2025-03-01,1.0
ORD-102127,2025-11-23,2025-11-23,0.0
ORD-102128,2025-08-25,2025-08-26,1.0
ORD-102129,2025-06-30,,
ORD-102130,2024-11-26,2024-11-28,2.0
ORD-102131,2025-03-26,2025-03-26,0.0
ORD-102132,2025-12-12,2025-12-13,1.0
ORD-102133,2025-08-29,2025-08-29,0.0
ORD-102134,2024-02-25,2024-02-25,0.0
ORD-102135,2025-09-13,2025-09-13,0.0
ORD-102136,2025-02-08,2025-02-10,2.0
ORD-102137,2024-12-22,2024-12-22,0.0
ORD-102138,2025-09-26,2025-09-27,1.0
ORD-102139,2025-08-09,2025-08-09,0.0
ORD-102140,2025-05-17,2025-05-18,1.0
ORD-102141,2025-12-29,2025-12-29,0.0
ORD-102142,2025-10-03,2025-10-06,3.0
ORD-102143,2025-07-10,2025-07-10,0.0
ORD-102144,2024-10-06,,
ORD-102145,2025-08-11,2025-08-11,0.0
ORD-102146,2024-06-08,2024-06-08,0.0
ORD-102147,2025-03-05,2025-03-05,0.0
ORD-102148,2025-02-22,2025-02-23,1.0
ORD-102149,2025-01-22,2025-01-23,1.0
ORD-102150,2024-12-10,2024-12-10,0.0
ORD-102151,2025-01-18,2025-01-18,0.0
ORD-102152,2025-08-07,,
ORD-102153,2025-03-02,,
ORD-102154,2025-04-13,2025-04-13,0.0
ORD-102155,2024-10-13,2024-10-13,0.0
ORD-102156,2025-12-14,2025-12-14,0.0
ORD-102157,2025-06-28,2025-06-28,0.0
ORD-102158,2025-10-28,2025-10-29,1.0
ORD-102159,2024-11-02,2024-11-04,2.0
ORD-102160,2025-06-11,2025-06-11,0.0
ORD-102161,2025-10-04,2025-10-04,0.0
ORD-102162,2024-10-23,2024-10-26,3.0
ORD-102163,2025-07-13,2025-07-13,0.0
ORD-102164,2025-11-23,2025-11-25,2.0
ORD-102165,2025-02-28,2025-03-01,1.0
ORD-102166,2025-08-06,2025-08-07,1.0
ORD-102167,2024-01-28,2024-01-29,1.0
ORD-102168,2024-12-13,2024-12-13,0.0
ORD-102169,2025-06-19,2025-06-19,0.0
ORD-102170,2025-12-08,2025-12-09,1.0
ORD-102171,2025-01-25,2025-01-25,0.0
ORD-102172,2025-06-29,2025-06-29,0.0
ORD-102173,2025-06-01,,
ORD-102174,2025-12-17,2025-12-18,1.0
ORD-102175,2025-02-11,2025-02-12,1.0
ORD-102176,2025-03-14,2025-03-19,5.0
ORD-102177,2025-08-19,2025-08-20,1.0
ORD-102178,2025-06-09,2025-06-09,0.0
ORD-102179,2025-08-19,,
ORD-102180,2024-05-13,2024-05-14,1.0
ORD-102181,2025-12-17,2025-12-17,0.0
ORD-102182,2025-10-29,2025-10-29,0.0
ORD-102183,2025-02-22,,
ORD-102184,2024-10-20,2024-10-23,3.0
ORD-102185,2025-01-28,2025-01-29,1.0
ORD-102186,2025-05-10,,
ORD-102187,2024-09-07,2024-09-07,0.0
ORD-102188,2024-12-12,2024-12-12,0.0
ORD-102189,2025-07-28,2025-07-30,2.0
ORD-102190,2024-11-11,2024-11-12,1.0
ORD-102191,2025-11-19,2025-11-21,2.0
ORD-102192,2025-08-20,,
ORD-102193,2024-10-09,2024-10-09,0.0
ORD-102194,2024-04-24,2024-04-24,0.0
ORD-102195,2025-01-30,2025-01-31,1.0
ORD-102196,2025-09-02,2025-09-03,1.0
ORD-102197,2025-08-04,,
ORD-102198,2025-11-10,2025-11-13,3.0
ORD-102199,2025-01-28,2025-01-28,0.0
ORD-102200,2025-11-07,2025-11-07,0.0
ORD-102201,2025-04-23,2025-04-23,0.0
ORD-102202,2025-11-20,2025-11-21,1.0
ORD-102203,2025-10-26,2025-10-27,1.0
ORD-102204,2024-03-15,2024-03-15,0.0
ORD-102205,2025-06-18,,
ORD-102206,2025-10-26,,
ORD-102207,2025-11-18,2025-11-20,2.0
ORD-102208,2025-11-21,2025-11-21,0.0
ORD-102209,2024-03-18,2024-03-18,0.0
ORD-102210,2025-11-13,2025-11-13,0.0
ORD-102211,2025-11-16,2025-11-18,2.0
ORD-102212,2025-08-25,2025-08-25,0.0
ORD-102213,2025-08-05,2025-08-06,1.0
ORD-102214,2025-12-16,2025-12-16,0.0
ORD-102215,2025-10-07,2025-10-07,0.0
ORD-102216,2025-09-30,2025-09-30,0.0
ORD-102217,2025-12-06,2025-12-08,2.0
ORD-102218,2025-08-02,2025-08-02,0.0
ORD-102219,2025-03-08,,
ORD-102220,2025-11-07,2025-11-07,0.0
ORD-102221,2025-11-15,2025-11-15,0.0
ORD-102222,2025-07-11,2025-07-11,0.0
ORD-102223,2025-09-08,2025-09-09,1.0
ORD-102224,2025-11-27,2025-11-28,1.0
ORD-102225,2025-04-26,,
ORD-102226,2025-10-23,2025-10-24,1.0
ORD-102227,2025-08-09,,
ORD-102228,2025-08-19,2025-08-21,2.0
ORD-102229,2025-10-13,2025-10-18,5.0
ORD-102230,2025-10-31,2025-11-02,2.0
ORD-102231,2025-03-15,2025-03-15,0.0
ORD-102232,2025-09-13,,
ORD-102233,2024-02-08,2024-02-09,1.0
ORD-102234,2025-08-09,2025-08-09,0.0
ORD-102235,2024-09-25,2024-09-27,2.0
ORD-102236,2025-02-03,2025-02-03,0.0
ORD-102237,2025-11-21,2025-11-21,0.0
ORD-102238,2025-07-28,2025-07-31,3.0
ORD-102239,2025-08-18,2025-08-18,0.0
ORD-102240,2024-04-25,2024-04-25,0.0
ORD-102241,2025-03-04,2025-03-05,1.0
ORD-102242,2025-02-04,2025-02-05,1.0
ORD-102243,2025-07-31,2025-08-05,5.0
ORD-102244,2024-07-03,2024-07-03,0.0
ORD-102245,2024-12-16,2024-12-16,0.0
ORD-102246,2025-11-08,2025-11-08,0.0
ORD-102247,2024-10-24,2024-10-24,0.0
ORD-102248,2025-04-26,,
ORD-102249,2024-10-02,2024-10-02,0.0
ORD-102250,2024-03-07,2024-03-07,0.0
ORD-102251,2024-10-11,2024-10-11,0.0
ORD-102252,2025-10-28,2025-10-28,0.0
ORD-102253,2025-11-08,2025-11-08,0.0
ORD-102254,2025-04-30,2025-04-30,0.0
ORD-102255,2025-04-16,2025-04-16,0.0
ORD-102256,2025-06-06,2025-06-06,0.0
ORD-102257,2025-04-07,,
ORD-102258,2024-12-22,2024-12-22,0.0
ORD-102259,2025-12-07,2025-12-07,0.0
ORD-102260,2025-06-24,2025-06-25,1.0
ORD-102261,2024-10-25,2024-10-27,2.0
ORD-102262,2025-06-25,2025-06-25,0.0
ORD-102263,2025-11-28,2025-11-29,1.0
ORD-102264,2024-04-26,2024-04-26,0.0
ORD-102265,2025-08-31,2025-09-01,1.0
ORD-102266,2025-11-09,2025-11-11,2.0
ORD-102267,2024-12-29,2024-12-30,1.0
ORD-102268,2025-08-22,2025-08-23,1.0
ORD-102269,2025-10-17,2025-10-17,0.0
ORD-102270,2024-11-03,2024-11-03,0.0
ORD-102271,2025-09-28,2025-09-28,0.0
ORD-102272,2025-01-08,2025-01-08,0.0
ORD-102273,2024-09-21,2024-09-21,0.0
ORD-102274,2025-11-20,,
ORD-102275,2025-01-28,2025-01-28,0.0
ORD-102276,2024-07-30,2024-07-30,0.0
ORD-102277,2025-09-15,2025-09-17,2.0
ORD-102278,2025-10-19,2025-10-19,0.0
ORD-102279,2025-07-13,2025-07-13,0.0
ORD-102280,2025-07-13,2025-07-14,1.0
ORD-102281,2024-07-04,2024-07-05,1.0
ORD-102282,2025-04-19,2025-04-21,2.0
ORD-102283,2025-12-03,2025-12-03,0.0
ORD-102284,2025-08-19,2025-08-20,1.0
ORD-102285,2025-11-14,,
ORD-102286,2025-11-18,,
ORD-102287,2024-04-06,2024-04-06,0.0
ORD-102288,2025-02-12,2025-02-12,0.0
ORD-102289,2025-11-17,2025-11-17,0.0
ORD-102290,2025-10-09,2025-10-09,0.0
ORD-102291,2025-06-08,2025-06-09,1.0
ORD-102292,2025-10-24,2025-10-24,0.0
ORD-102293,2025-06-01,2025-06-01,0.0
ORD-102294,2025-06-29,2025-07-01,2.0
ORD-102295,2024-10-26,2024-10-28,2.0
ORD-102296,2025-05-27,2025-05-27,0.0
ORD-102297,2025-02-02,2025-02-02,0.0
ORD-102298,2024-11-15,2024-11-15,0.0
ORD-102299,2025-10-31,2025-10-31,0.0
ORD-102300,2024-07-22,2024-07-22,0.0
ORD-102301,2025-05-20,2025-05-21,1.0
ORD-102302,2025-12-11,2025-12-12,1.0
ORD-102303,2025-07-26,2025-07-26,0.0
ORD-102304,2024-11-11,2024-11-11,0.0
ORD-102305,2025-11-19,,
ORD-102306,2024-05-31,2024-05-31,0.0
ORD-102307,2024-08-22,2024-08-22,0.0
ORD-102308,2024-08-07,2024-08-07,0.0
ORD-102309,2025-05-26,2025-05-26,0.0
ORD-102310,2025-12-14,2025-12-14,0.0
ORD-102311,2024-08-03,2024-08-04,1.0
ORD-102312,2025-12-15,2025-12-17,2.0
ORD-102313,2025-06-23,2025-06-23,0.0
ORD-102314,2024-10-03,2024-10-04,1.0
ORD-102315,2024-12-25,2024-12-25,0.0
ORD-102316,2025-12-10,2025-12-11,1.0
ORD-102317,2025-01-05,2025-01-06,1.0
ORD-102318,2024-06-14,2024-06-14,0.0
ORD-102319,2024-12-04,2024-12-04,0.0
ORD-102320,2024-12-15,2024-12-15,0.0
ORD-102321,2025-11-24,2025-11-25,1.0
ORD-102322,2025-08-21,2025-08-22,1.0
ORD-102323,2024-08-28,2024-08-28,0.0
ORD-102324,2025-08-03,,
ORD-102325,2025-05-02,2025-05-03,1.0
ORD-102326,2024-07-06,,
ORD-102327,2025-01-28,2025-01-28,0.0
ORD-102328,2025-01-01,2025-01-02,1.0
ORD-102329,2025-08-08,2025-08-09,1.0
ORD-102330,2024-04-06,2024-04-06,0.0
ORD-102331,2024-07-29,2024-07-29,0.0
ORD-102332,2024-04-21,2024-04-22,1.0
ORD-102333,2025-07-31,2025-08-02,2.0
ORD-102334,2025-01-08,2025-01-09,1.0
ORD-102335,2025-02-27,2025-02-28,1.0
ORD-102336,2025-08-09,2025-08-11,2.0
ORD-102337,2025-07-06,2025-07-06,0.0
ORD-102338,2024-06-30,2024-06-30,0.0
ORD-102339,2025-06-07,2025-06-07,0.0
ORD-102340,2025-10-20,,
ORD-102341,2024-12-24,2024-12-24,0.0
ORD-102342,2025-08-11,2025-08-11,0.0
ORD-102343,2025-10-09,2025-10-09,0.0
ORD-102344,2025-12-01,2025-12-01,0.0
ORD-102345,2025-04-18,2025-04-18,0.0
ORD-102346,2024-04-11,2024-04-11,0.0
ORD-102347,2025-10-25,2025-10-27,2.0
ORD-102348,2025-10-22,2025-10-22,0.0
ORD-102349,2025-06-22,,
ORD-102350,2025-07-19,2025-07-19,0.0
ORD-102351,2024-11-08,2024-11-08,0.0
ORD-102352,2025-03-15,2025-03-18,3.0
ORD-102353,2025-06-20,2025-06-20,0.0
ORD-102354,2025-08-15,2025-08-15,0.0
ORD-102355,2025-10-23,2025-10-23,0.0
ORD-102356,2024-07-22,2024-07-24,2.0
ORD-102357,2024-10-26,2024-10-26,0.0
ORD-102358,2025-11-02,2025-11-02,0.0
ORD-102359,2024-11-17,2024-11-18,1.0
ORD-102360,2024-11-09,2024-11-10,1.0
ORD-102361,2024-10-27,2024-10-28,1.0
ORD-102362,2025-01-19,2025-01-21,2.0
ORD-102363,2025-12-09,2025-12-09,0.0
ORD-102364,2025-11-10,2025-11-10,0.0
ORD-102365,2025-01-16,2025-01-19,3.0
ORD-102366,2025-12-12,2025-12-12,0.0
ORD-102367,2025-02-19,,
ORD-102368,2025-10-25,2025-10-28,3.0
ORD-102369,2024-09-20,2024-09-20,0.0
ORD-102370,2024-08-12,2024-08-13,1.0
ORD-102371,2024-07-09,,
ORD-102372,2025-10-26,2025-10-27,1.0
ORD-102373,2025-07-19,2025-07-19,0.0
ORD-102374,2024-11-21,,
ORD-102375,2024-10-25,2024-10-26,1.0
ORD-102376,2025-10-21,2025-10-21,0.0
ORD-102377,2025-12-12,2025-12-13,1.0
ORD-102378,2025-03-26,2025-03-27,1.0
ORD-102379,2025-11-02,2025-11-03,1.0
ORD-102380,2025-09-17,2025-09-18,1.0
ORD-102381,2024-07-01,2024-07-02,1.0
ORD-102382,2024-11-10,2024-11-12,2.0
ORD-102383,2025-11-02,2025-11-02,0.0
ORD-102384,2025-07-07,2025-07-08,1.0
ORD-102385,2025-01-31,2025-02-01,1.0
ORD-102386,2025-11-17,2025-11-17,0.0
ORD-102387,2025-10-26,2025-10-26,0.0
ORD-102388,2025-01-12,2025-01-12,0.0
ORD-102389,2025-10-12,2025-10-13,1.0
ORD-102390,2025-01-11,,
ORD-102391,2025-10-25,2025-10-28,3.0
ORD-102392,2025-05-29,2025-05-31,2.0
ORD-102393,2024-10-08,2024-10-08,0.0
ORD-102394,2025-10-30,2025-10-31,1.0
ORD-102395,2024-07-20,2024-07-21,1.0
ORD-102396,2024-08-11,2024-08-11,0.0
ORD-102397,2025-09-03,2025-09-03,0.0
ORD-102398,2025-11-02,2025-11-02,0.0
ORD-102399,2024-10-23,2024-10-23,0.0
ORD-102400,2025-06-04,2025-06-05,1.0
ORD-102401,2024-06-11,2024-06-14,3.0
ORD-102402,2024-07-13,2024-07-13,0.0
ORD-102403,2025-12-09,2025-12-09,0.0
ORD-102404,2025-03-01,2025-03-01,0.0
ORD-102405,2025-05-10,2025-05-10,0.0
ORD-102406,2025-10-19,,
ORD-102407,2024-10-27,2024-10-27,0.0
ORD-102408,2025-07-22,2025-07-22,0.0
ORD-102409,2025-11-05,2025-11-05,0.0
ORD-102410,2025-04-30,2025-04-30,0.0
ORD-102411,2025-12-24,2025-12-25,1.0
ORD-102412,2024-11-20,2024-11-25,5.0
ORD-102413,2025-02-20,2025-02-20,0.0
ORD-102414,2025-04-23,,
ORD-102415,2025-09-30,2025-10-01,1.0
ORD-102416,2025-01-19,2025-01-19,0.0
ORD-102417,2025-02-09,2025-02-12,3.0
ORD-102418,2025-08-16,2025-08-18,2.0
ORD-102419,2025-07-31,2025-08-01,1.0
ORD-102420,2025-11-26,2025-11-27,1.0
ORD-102421,2025-12-16,,
ORD-102422,2025-05-23,,
ORD-102423,2025-01-04,2025-01-04,0.0
ORD-102424,2024-11-20,2024-11-20,0.0
ORD-102425,2024-11-15,2024-11-15,0.0
ORD-102426,2024-11-04,2024-11-06,2.0
ORD-102427,2025-09-23,2025-09-25,2.0
ORD-102428,2025-07-15,2025-07-15,0.0
ORD-102429,2025-03-14,2025-03-14,0.0
ORD-102430,2025-12-09,2025-12-09,0.0
ORD-102431,2025-10-31,2025-11-01,1.0
ORD-102432,2025-04-09,2025-04-09,0.0
ORD-102433,2025-05-03,2025-05-03,0.0
ORD-102434,2025-11-02,,
ORD-102435,2025-09-28,2025-09-30,2.0
ORD-102436,2025-05-29,2025-05-30,1.0
ORD-102437,2025-11-08,2025-11-08,0.0
ORD-102438,2025-06-06,2025-06-06,0.0
ORD-102439,2025-11-11,2025-11-11,0.0
ORD-102440,2025-08-10,2025-08-10,0.0
ORD-102441,2025-11-16,2025-11-18,2.0
ORD-102442,2024-10-28,2024-10-29,1.0
ORD-102443,2025-02-13,2025-02-13,0.0
ORD-102444,2025-09-13,,
ORD-102445,2024-10-22,2024-10-23,1.0
ORD-102446,2025-01-07,2025-01-10,3.0
ORD-102447,2025-01-04,2025-01-04,0.0
ORD-102448,2024-12-26,2024-12-28,2.0
ORD-102449,2025-12-01,2025-12-01,0.0
ORD-102450,2024-09-01,2024-09-03,2.0
ORD-102451,2024-09-25,2024-09-25,0.0
ORD-102452,2025-10-19,2025-10-19,0.0
ORD-102453,2024-11-03,2024-11-03,0.0
ORD-102454,2024-02-28,2024-02-28,0.0
ORD-102455,2025-04-03,2025-04-06,3.0
ORD-102456,2025-07-02,2025-07-02,0.0
ORD-102457,2025-04-13,2025-04-13,0.0
ORD-102458,2025-11-19,2025-11-19,0.0
ORD-102459,2025-12-12,2025-12-13,1.0
ORD-102460,2025-07-30,,
ORD-102461,2025-07-15,2025-07-15,0.0
ORD-102462,2025-12-02,2025-12-02,0.0
ORD-102463,2025-12-14,2025-12-16,2.0
ORD-102464,2025-04-05,2025-04-05,0.0
ORD-102465,2025-10-08,2025-10-09,1.0
ORD-102466,2024-11-08,2024-11-08,0.0
ORD-102467,2025-08-15,2025-08-17,2.0
ORD-102468,2025-12-25,2025-12-25,0.0
ORD-102469,2025-03-18,2025-03-18,0.0
ORD-102470,2025-06-27,2025-06-27,0.0
ORD-102471,2024-11-21,2024-11-21,0.0
ORD-102472,2025-06-09,2025-06-09,0.0
ORD-102473,2025-02-27,2025-02-27,0.0
ORD-102474,2025-09-07,2025-09-07,0.0
ORD-102475,2025-12-21,2025-12-21,0.0
ORD-102476,2025-02-11,2025-02-11,0.0
ORD-102477,2025-08-08,2025-08-08,0.0
ORD-102478,2025-11-23,2025-11-26,3.0
ORD-102479,2025-08-29,2025-08-30,1.0
ORD-102480,2025-11-01,2025-11-03,2.0
ORD-102481,2025-05-12,,
ORD-102482,2025-12-07,2025-12-07,0.0
ORD-102483,2025-03-01,2025-03-03,2.0
ORD-102484,2025-11-13,2025-11-13,0.0
ORD-102485,2025-10-18,2025-10-18,0.0
ORD-102486,2025-05-03,2025-05-03,0.0
ORD-102487,2025-08-08,2025-08-08,0.0
ORD-102488,2025-07-10,2025-07-11,1.0
ORD-102489,2025-03-31,2025-04-01,1.0
ORD-102490,2025-07-15,2025-07-15,0.0
ORD-102491,2024-10-26,2024-10-27,1.0
ORD-102492,2024-05-29,2024-05-29,0.0
ORD-102493,2025-05-28,2025-05-29,1.0
ORD-102494,2024-10-19,2024-10-19,0.0
ORD-102495,2025-08-01,2025-08-01,0.0
ORD-102496,2025-03-29,2025-03-29,0.0
ORD-102497,2025-05-06,2025-05-06,0.0
ORD-102498,2024-11-02,2024-11-02,0.0
ORD-102499,2024-12-30,2024-12-30,0.0
ORD-102500,2025-04-16,2025-04-16,0.0
ORD-102501,2024-10-30,,
ORD-102502,2025-12-17,2025-12-17,0.0
ORD-102503,2025-11-27,2025-11-30,3.0
ORD-102504,2025-09-22,2025-09-22,0.0
ORD-102505,2024-12-04,2024-12-04,0.0
ORD-102506,2025-08-22,2025-08-25,3.0
ORD-102507,2025-12-15,2025-12-15,0.0
ORD-102508,2025-05-19,,
ORD-102509,2025-10-19,,
ORD-102510,2025-09-10,2025-09-11,1.0
ORD-102511,2024-10-29,2024-10-29,0.0
ORD-102512,2025-11-25,2025-11-25,0.0
ORD-102513,2025-07-31,2025-08-01,1.0
ORD-102514,2025-01-18,2025-01-18,0.0
ORD-102515,2025-07-22,2025-07-24,2.0
ORD-102516,2025-05-24,2025-05-24,0.0
ORD-102517,2025-03-28,2025-03-31,3.0
ORD-102518,2025-07-30,,
ORD-102519,2025-07-12,,
ORD-102520,2025-11-05,2025-11-08,3.0
ORD-102521,2025-05-24,2025-05-24,0.0
ORD-102522,2025-03-23,2025-03-23,0.0
ORD-102523,2025-05-09,2025-05-09,0.0
ORD-102524,2024-12-08,2024-12-08,0.0
ORD-102525,2024-12-25,2024-12-25,0.0
ORD-102526,2024-12-18,2024-12-19,1.0
ORD-102527,2025-10-14,2025-10-14,0.0
ORD-102528,2024-10-18,2024-10-23,5.0
ORD-102529,2025-11-05,2025-11-05,0.0
ORD-102530,2025-10-02,2025-10-02,0.0
ORD-102531,2024-11-24,,
ORD-102532,2025-01-05,2025-01-05,0.0
ORD-102533,2025-12-12,,
ORD-102534,2025-06-24,2025-06-24,0.0
ORD-102535,2024-04-26,2024-04-26,0.0
ORD-102536,2024-08-24,2024-08-24,0.0
ORD-102537,2025-11-25,2025-11-25,0.0
ORD-102538,2024-08-29,2024-08-29,0.0
ORD-102539,2024-12-26,2024-12-26,0.0
ORD-102540,2025-08-17,2025-08-17,0.0
ORD-102541,2025-11-16,2025-11-16,0.0
ORD-102542,2025-03-29,2025-03-29,0.0
ORD-102543,2025-06-23,2025-06-23,0.0
ORD-102544,2025-12-21,2025-12-22,1.0
ORD-102545,2024-03-08,2024-03-08,0.0
ORD-102546,2025-10-18,2025-10-18,0.0
ORD-102547,2025-03-16,2025-03-16,0.0
ORD-102548,2025-10-14,,
ORD-102549,2025-09-05,2025-09-05,0.0
ORD-102550,2025-02-22,2025-02-22,0.0
ORD-102551,2025-11-10,,
ORD-102552,2025-08-26,2025-08-28,2.0
ORD-102553,2025-03-27,2025-03-27,0.0
ORD-102554,2025-08-17,2025-08-17,0.0
ORD-102555,2025-11-08,2025-11-08,0.0
ORD-102556,2024-04-30,2024-04-30,0.0
ORD-102557,2024-08-10,2024-08-12,2.0
ORD-102558,2025-11-15,2025-11-16,1.0
ORD-102559,2025-08-19,2025-08-19,0.0
ORD-102560,2025-06-07,2025-06-07,0.0
ORD-102561,2025-06-09,2025-06-11,2.0
ORD-102562,2024-10-09,2024-10-09,0.0
ORD-102563,2025-04-01,2025-04-01,0.0
ORD-102564,2024-10-31,2024-11-02,2.0
ORD-102565,2025-05-08,2025-05-08,0.0
ORD-102566,2025-03-23,2025-03-25,2.0
ORD-102567,2025-06-27,2025-06-27,0.0
ORD-102568,2025-10-25,2025-10-26,1.0
ORD-102569,2025-11-15,,
ORD-102570,2025-09-03,2025-09-03,0.0
ORD-102571,2025-06-25,2025-06-25,0.0
ORD-102572,2025-02-02,2025-02-02,0.0
ORD-102573,2025-07-23,2025-07-24,1.0
ORD-102574,2024-11-19,2024-11-21,2.0
ORD-102575,2025-08-29,2025-08-29,0.0
ORD-102576,2025-07-29,2025-07-29,0.0
ORD-102577,2025-07-11,2025-07-12,1.0
ORD-102578,2024-11-14,,
ORD-102579,2024-08-15,2024-08-15,0.0
ORD-102580,2025-02-01,2025-02-01,0.0
ORD-102581,2025-06-25,2025-06-25,0.0
ORD-102582,2025-01-25,2025-01-26,1.0
ORD-102583,2024-06-14,,
ORD-102584,2025-10-06,2025-10-09,3.0
ORD-102585,2025-02-19,2025-02-19,0.0
ORD-102586,2025-11-11,2025-11-13,2.0
ORD-102587,2025-11-07,,
ORD-102588,2025-10-22,2025-10-24,2.0
ORD-102589,2024-12-12,2024-12-12,0.0
ORD-102590,2024-12-01,2024-12-01,0.0
ORD-102591,2025-06-05,2025-06-05,0.0
ORD-102592,2025-10-23,2025-10-23,0.0
ORD-102593,2025-05-08,2025-05-08,0.0
ORD-102594,2025-04-04,2025-04-04,0.0
ORD-102595,2025-07-16,2025-07-18,2.0
ORD-102596,2025-05-02,2025-05-04,2.0
ORD-102597,2025-04-06,2025-04-08,2.0
ORD-102598,2025-11-24,2025-11-24,0.0
ORD-102599,2025-06-21,2025-06-22,1.0
ORD-102600,2025-07-27,2025-07-29,2.0
ORD-102601,2025-02-15,,
ORD-102602,2025-04-29,2025-04-29,0.0
ORD-102603,2025-11-16,2025-11-16,0.0
ORD-102604,2025-11-05,,
ORD-102605,2025-09-16,2025-09-17,1.0
ORD-102606,2025-04-23,2025-04-23,0.0
ORD-102607,2025-07-25,2025-07-26,1.0
ORD-102608,2025-08-14,2025-08-14,0.0
ORD-102609,2025-07-12,2025-07-13,1.0
ORD-102610,2025-06-29,2025-06-29,0.0
ORD-102611,2025-05-22,,
ORD-102612,2025-11-16,2025-11-18,2.0
ORD-102613,2025-08-09,2025-08-09,0.0
ORD-102614,2025-04-07,2025-04-07,0.0
ORD-102615,2024-11-01,2024-11-03,2.0
ORD-102616,2025-01-30,2025-01-31,1.0
ORD-102617,2025-12-12,2025-12-12,0.0
ORD-102618,2025-04-23,2025-04-25,2.0
ORD-102619,2025-09-21,2025-09-21,0.0
ORD-102620,2025-10-24,2025-10-25,1.0
ORD-102621,2024-10-20,2024-10-20,0.0
ORD-102622,2025-09-09,2025-09-09,0.0
ORD-102623,2025-10-14,2025-10-14,0.0
ORD-102624,2025-09-05,2025-09-05,0.0
ORD-102625,2025-11-05,2025-11-05,0.0
ORD-102626,2024-08-23,2024-08-24,1.0
ORD-102627,2025-03-29,2025-03-29,0.0
ORD-102628,2025-05-05,2025-05-05,0.0
ORD-102629,2025-08-19,2025-08-19,0.0
ORD-102630,2024-02-20,2024-02-20,0.0
ORD-102631,2025-04-11,2025-04-12,1.0
ORD-102632,2024-11-16,2024-11-16,0.0
ORD-102633,2025-09-16,2025-09-16,0.0
ORD-102634,2025-10-28,2025-10-28,0.0
ORD-102635,2024-08-20,2024-08-20,0.0
ORD-102636,2024-12-29,2024-12-29,0.0
ORD-102637,2025-06-30,2025-06-30,0.0
ORD-102638,2024-08-31,2024-08-31,0.0
ORD-102639,2025-10-25,2025-10-26,1.0
ORD-102640,2024-12-07,2024-12-07,0.0
ORD-102641,2025-05-30,2025-05-31,1.0
ORD-102642,2024-10-13,2024-10-13,0.0
ORD-102643,2025-04-14,2025-04-14,0.0
ORD-102644,2024-10-29,2024-10-29,0.0
ORD-102645,2025-11-08,2025-11-08,0.0
ORD-102646,2024-03-21,2024-03-21,0.0
